Unit #BW000132E;0.455000
Unit #QT001339W;0.458000
Unit #FH000374D;0.478000
Unit #FX000057Y;0.497000
Unit #AB001036S;0.500000
Unit #KD000117N;0.504000
Unit #PN001190C;0.507000
Unit #BW000135J;0.509000
Unit #CO000959U;0.511000
Unit #GV001308I;0.512000
Unit #NN000546N;0.515000
Unit #IH000362W;0.535000
Unit #AP001101S;0.539000
Unit #DP000332Z;0.541000
Unit #HW000333S;0.542000
Unit #TM001488U;0.544000
Unit #DA000814B;0.553000
Unit #WT000711Z;0.557000
Unit #YR000568V;0.563000
Unit #TD000727C;0.565000
Unit #NR001623M;0.577000
Unit #DV001154W;0.584000
Unit #QA000620S;0.587000
Unit #QB001606G;0.588000
Unit #AY000837E;0.591000
Unit #DF001167G;0.595000
Unit #RC000824C;0.601000
Unit #ES000188J;0.605000
Unit #IA001476Z;0.611000
Unit #SM001469M;0.612000
Unit #VB001566M;0.617000
Unit #AL000019U;0.619000
Unit #BL001043G;0.627000
Unit #GE000464U;0.629000
Unit #VN000081Z;0.629000
Unit #TM001229F;0.648000
Unit #PL001456G;0.649000
Unit #DA000867N;0.652000
Unit #LV001122V;0.652000
Unit #XJ000387Y;0.658000
Unit #GM001522Z;0.659000
Unit #RM001345Z;0.659000
Unit #AA001003J;0.662000
Unit #SE000413G;0.678000
Unit #YQ001197H;0.679000
Unit #FO001335R;0.690000
Unit #WI000512F;0.690000
Unit #MF000885J;0.691000
Unit #FM000929M;0.702000
Unit #TS001508U;0.702000
Unit #YL000115P;0.709000
Unit #KU001601S;0.719000
Unit #FN000283M;0.737000
Unit #XF001543C;0.745000
Unit #TP001574J;0.746000
Unit #JF001419H;0.761000
Unit #NL000474B;0.764000
Unit #VD000264G;0.769000
Unit #HK000763M;0.772000
Unit #QG000895N;0.780000
Unit #MK001143S;0.812000
Unit #UA001425I;0.814000
Unit #DP001451I;0.828000
Unit #MV000182D;0.837000
Unit #FK000409U;0.839000
Unit #RJ000961J;0.853000
Unit #QF001503F;0.860000
Unit #PI001593S;0.873000
Unit #QF001030R;0.880000
Unit #DA001609J;0.882000
Unit #NX000445R;0.896000
Unit #LV000437A;0.897000
Unit #TE000412M;0.900000
Unit #EJ001156M;0.902000
Unit #VC000184J;0.904000
Unit #EO000101J;0.912000
Unit #EV000530P;0.916000
Unit #MK000888W;0.921000
Unit #FB000999E;0.924000
Unit #UD000492R;0.927000
Unit #BY000348Q;0.933000
Unit #GE000930R;0.937000
Unit #AT000764B;0.941000
Unit #CD001065G;0.942000
Unit #MU001134H;0.951000
Unit #OK001105S;0.956000
Unit #RD000454B;0.956000
Unit #ZU000451S;0.959000
Unit #TX001643O;0.961000
Unit #HN000465H;0.969000
Unit #ZR000106J;0.971000
Unit #YB000688K;0.974000
Unit #SP000234C;0.985000
Unit #DS000779V;0.993000
Unit #NP000118D;0.994000
Unit #QU000372I;0.998000
Unit #UB001226H;1.002000
Unit #DN000508V;1.004000
Unit #QE001302X;1.009000
Unit #GX001201U;1.013000
Unit #TH001563S;1.016000
Unit #QJ000967B;1.027000
Unit #PQ000702T;1.035000
Unit #VD000461I;1.035000
Unit #CK001310I;1.052000
Unit #ES001604O;1.054000
Unit #XC000879C;1.056000
Unit #BE000912S;1.059000
Unit #RB000141I;1.064000
Unit #QT000667A;1.066000
Unit #FE001519E;1.074000
Unit #ZE000363O;1.074000
Unit #PB000880V;1.075000
Unit #XV001151O;1.082000
Unit #GY000666C;1.088000
Unit #II001355X;1.092000
Unit #ZA000147T;1.098000
Unit #HT001241U;1.099000
Unit #FL000845S;1.100000
Unit #CG000576J;1.109000
Unit #HP001017N;1.109000
Unit #KM001607J;1.117000
Unit #AA000780E;1.119000
Unit #GK001397E;1.120000
Unit #AE000136U;1.121000
Unit #JD000146U;1.125000
Unit #ED001385U;1.131000
Unit #UP000754R;1.135000
Unit #SQ001237V;1.137000
Unit #BE000209Y;1.138000
Unit #ZB000329P;1.142000
Unit #FU000154C;1.153000
Unit #YH000870X;1.154000
Unit #FG001549T;1.155000
Unit #JE000543D;1.155000
Unit #HH000369S;1.159000
Unit #RH000528H;1.160000
Unit #EO001287E;1.163000
Unit #VH001529K;1.163000
Unit #ZC000078P;1.167000
Unit #CD001491M;1.168000
Unit #GB001164T;1.174000
Unit #UU001317D;1.179000
Unit #RX000082I;1.182000
Unit #BM000634G;1.186000
Unit #DZ001641U;1.192000
Unit #VN000004W;1.196000
Unit #YG000096B;1.196000
Unit #HG001485X;1.210000
Unit #TB000287W;1.212000
Unit #OM001153I;1.214000
Unit #KL000405I;1.221000
Unit #BL000616V;1.228000
Unit #AV000722C;1.230000
Unit #HP000432M;1.245000
Unit #VX000126A;1.248000
Unit #WF000318A;1.250000
Unit #PQ001326B;1.259000
Unit #MY000159L;1.271000
Unit #IU000298T;1.278000
Unit #NB000767D;1.293000
Unit #JS000770E;1.294000
Unit #AN000176B;1.307000
Unit #HX000977R;1.307000
Unit #VU001627S;1.313000
Unit #JW000551A;1.314000
Unit #OV001025F;1.323000
Unit #CY001392D;1.329000
Unit #II000738C;1.330000
Unit #BS000275I;1.333000
Unit #GT001579K;1.338000
Unit #KP000248S;1.351000
Unit #CM001382G;1.353000
Unit #XQ001082S;1.353000
Unit #YD000232B;1.361000
Unit #OZ001285U;1.367000
Unit #RF000905N;1.375000
Unit #MH000134G;1.376000
Unit #EB000103W;1.377000
Unit #ZM000005X;1.377000
Unit #BX001376W;1.383000
Unit #YA000308T;1.384000
Unit #YA000097N;1.387000
Unit #JB001589V;1.395000
Unit #VQ000434B;1.403000
Unit #WO001141W;1.408000
Unit #JV000094A;1.419000
Unit #ZM000467G;1.424000
Unit #EC001410V;1.426000
Unit #WB000047G;1.428000
Unit #RZ000172Y;1.430000
Unit #AQ001399Z;1.431000
Unit #RI000783X;1.435000
Unit #QD000595H;1.436000
Unit #MQ001056X;1.440000
Unit #YD001150Z;1.441000
Unit #FB000533O;1.447000
Unit #AD000775J;1.455000
Unit #VD000112F;1.459000
Unit #JM000164J;1.467000
Unit #RS000414T;1.471000
Unit #JN000056A;1.473000
Unit #CZ001085T;1.477000
Unit #CH001427J;1.486000
Unit #ZD000547E;1.488000
Unit #LW001165S;1.493000
Unit #GK000493G;1.502000
Unit #MM000500V;1.502000
Unit #MB000823D;1.505000
Unit #OW000866O;1.506000
Unit #QS000027B;1.508000
Unit #TM000049F;1.518000
Unit #HQ000383P;1.521000
Unit #TZ000345E;1.529000
Unit #GW001000U;1.541000
Unit #AX000527G;1.545000
Unit #CZ001455A;1.547000
Unit #BF000571Z;1.549000
Unit #LO000385I;1.558000
Unit #RB000265C;1.562000
Unit #UR000925L;1.563000
Unit #DU000503J;1.569000
Unit #XX000024J;1.573000
Unit #JS000111U;1.578000
Unit #GF001553V;1.589000
Unit #RL000816U;1.596000
Unit #UX001195B;1.608000
Unit #UE001577L;1.623000
Unit #ZQ001323Y;1.627000
Unit #BI000006I;1.628000
Unit #CK001378R;1.636000
Unit #KD001561Z;1.638000
Unit #LH001412O;1.640000
Unit #VC000538N;1.642000
Unit #PE001401Z;1.643000
Unit #ZT000163N;1.647000
Unit #JH001032F;1.652000
Unit #CY000827M;1.655000
Unit #YC000404Q;1.655000
Unit #XP000365S;1.657000
Unit #OR000873S;1.658000
Unit #RG001393U;1.661000
Unit #BW000761D;1.664000
Unit #VP000744X;1.678000
Unit #AW000034Q;1.688000
Unit #ZH000466Z;1.691000
Unit #CF001324H;1.692000
Unit #UA000796L;1.693000
Unit #HD001130N;1.697000
Unit #HT000311P;1.701000
Unit #VU000180F;1.704000
Unit #LE001332D;1.707000
Unit #QM000964R;1.711000
Unit #OV000741D;1.716000
Unit #ZL001133N;1.722000
Unit #KY000833O;1.726000
Unit #VC001338S;1.732000
Unit #VX000724L;1.732000
Unit #YY001343V;1.740000
Unit #GU001270I;1.742000
Unit #SG000050F;1.742000
Unit #KT001351Y;1.748000
Unit #IO000869D;1.750000
Unit #NV001319L;1.755000
Unit #SB000435Y;1.755000
Unit #LM000899E;1.757000
Unit #NT000018Y;1.758000
Unit #SC000016A;1.759000
Unit #RA001517C;1.761000
Unit #FH000578N;1.772000
Unit #QQ001342B;1.774000
Unit #UB000105Z;1.777000
Unit #MI001618C;1.798000
Unit #WN000171F;1.798000
Unit #NX000252B;1.805000
Unit #CE000121J;1.813000
Unit #CO000876D;1.813000
Unit #VM000665X;1.813000
Unit #JN001278H;1.814000
Unit #JA000963W;1.817000
Unit #SF000778R;1.822000
Unit #JL000277G;1.827000
Unit #ZY000149H;1.828000
Unit #HF001221T;1.829000
Unit #GD001248Q;1.835000
Unit #SE000215Q;1.841000
Unit #QS001448L;1.842000
Unit #HC001041C;1.850000
Unit #ZV000479X;1.853000
Unit #XP000805F;1.860000
Unit #BC000588R;1.864000
Unit #VK000811L;1.870000
Unit #YX001590I;1.874000
Unit #VD000310B;1.878000
Unit #KV000583W;1.879000
Unit #TP000993T;1.889000
Unit #FB001582D;1.896000
Unit #MR001603N;1.914000
Unit #QJ001552C;1.915000
Unit #RQ000621U;1.916000
Unit #AT000357M;1.919000
Unit #PP000877V;1.923000
Unit #BH000856X;1.933000
Unit #DB000830V;1.937000
Unit #JL001239X;1.938000
Unit #BG001547M;1.943000
Unit #GX000080F;1.946000
Unit #BJ000590I;1.947000
Unit #PF001532R;1.949000
Unit #TX000246X;1.954000
Unit #OW000160L;1.959000
Unit #RW001580H;1.961000
Unit #TB001002C;1.972000
Unit #SR001079B;1.991000
Unit #GD000567Z;1.994000
Unit #JG000266T;1.995000
Unit #OU000792K;2.000000
Unit #WQ001447G;2.010000
Unit #JN000966Y;2.013000
Unit #KR001099E;2.015000
Unit #MN000341W;2.015000
Unit #US000740K;2.018000
Unit #XA001327F;2.035000
Unit #PK000114Z;2.039000
Unit #UN001388E;2.042000
Unit #GU000904U;2.048000
Unit #XD000682K;2.061000
Unit #CO000446Y;2.080000
Unit #EE000109O;2.080000
Unit #ZU000699N;2.081000
Unit #LV000092C;2.086000
Unit #ZQ001322A;2.093000
Unit #GY000810T;2.098000
Unit #GS000150S;2.100000
Unit #DQ001289A;2.101000
Unit #TP000893F;2.110000
Unit #KV000068L;2.115000
Unit #KA000274W;2.131000
Unit #FQ000161Y;2.136000
Unit #PJ001188C;2.139000
Unit #AZ000166D;2.143000
Unit #MH001144U;2.143000
Unit #DL000736E;2.144000
Unit #PN000622Y;2.153000
Unit #HU001632W;2.156000
Unit #TJ001004H;2.157000
Unit #JQ000079R;2.160000
Unit #IT001383W;2.163000
Unit #PQ000549E;2.165000
Unit #BJ000104R;2.171000
Unit #QX001019G;2.178000
Unit #QF001432U;2.180000
Unit #RR000520I;2.180000
Unit #AI000061H;2.184000
Unit #LN000802B;2.185000
Unit #AG000202Y;2.188000
Unit #QR000376S;2.189000
Unit #XZ001024G;2.193000
Unit #TK000289F;2.200000
Unit #PT000564H;2.208000
Unit #HB001199F;2.210000
Unit #OD001014M;2.217000
Unit #HK001203P;2.218000
Unit #DL000212D;2.225000
Unit #OQ000342K;2.225000
Unit #FE000854U;2.228000
Unit #AT001110Y;2.234000
Unit #CA001642C;2.234000
Unit #RM001178Y;2.238000
Unit #YO000328H;2.249000
Unit #SA000884Y;2.250000
Unit #DT001044D;2.271000
Unit #KY001180Y;2.272000
Unit #PL001329O;2.277000
Unit #CT001038T;2.281000
Unit #PH000922J;2.292000
Unit #OD001234N;2.304000
Unit #TW000336S;2.307000
Unit #TT000331C;2.311000
Unit #HX000565B;2.318000
Unit #WH000294E;2.321000
Unit #XW000127V;2.322000
Unit #XP001286V;2.327000
